Genre,ArtistName,TrackName,Popularity,Duration
Pop,Panic! At The Disco,Crazy=Genius,69,198
Hip-Hop,Eminem,Walk On Water (feat. Beyoncé),69,303
Pop,bülow,Sweet Little Lies,69,175
Pop,Florida Georgia Line,This Is How We Roll,69,220
Pop,Alec Benjamin,If I Killed Someone For You,69,185
Rock,Unlike Pluto,Everything Black (feat. Mike Taylor),69,228
Rock,Red Hot Chili Peppers,The Zephyr Song,69,231
Pop,"Tyler, The Creator",Glitter,69,224
Pop,Tate McRae,Teenage Mind,69,155
Pop,Alec Benjamin,Death Of A Hero,69,191
Pop,Sam & Dave,"Hold On, I'm Comin'",69,155
Pop,Dylan Scott,My Girl,69,197
Pop,The Smashing Pumpkins,"Tonight, Tonight - Remastered 2012",69,254
Pop,The Beach Boys,God Only Knows - Remastered,69,173
Pop,No Doubt,Don't Speak,69,263
Rap,Shinedown,DEVIL,69,207
Pop,Hayden James,Just Friends,69,238
Rock,Muse,Psycho,69,316
Rap,Yung Bans,Lonely,69,194
Pop,Panic! At The Disco,Nicotine,69,186
Pop,H.E.R.,As I Am,69,240
Folk,Shakey Graves,Tomorrow,69,240
Pop,Lil Baby,Word On The Street,69,172
Pop,Phoebe Ryan,Middle Finger,69,241
Dance,Chris Brown,Forever,69,278
Rap,Future,Call the Coroner,69,131
Pop,Seth Ennis,Look At You,69,195
Rap,mansionz,Gorgeous,69,148
Pop,Khalid,Let's Go,69,204
Pop,N.W.A.,Fuck Tha Police,69,345
Pop,CVBZ,Be Somebody,69,168
Pop,Gryffin,Winnebago (feat. Quinn XCII & Daniel Wilson),69,179
Rap,Metro Boomin,10AM/Save The World (feat. Gucci Mane),69,226
Pop,John Mayer,Love on the Weekend,69,212
Pop,Maddie & Tae,Friends Don't,69,187
Pop,Hozier,To Noise Making (Sing),69,206
Pop,Neon Trees,Everybody Talks,69,177
Pop,Kygo,Stay,69,239
Rap,NAV,Up,69,199
Hip-Hop,G-Eazy,Drop,69,210
Rap,Drake,Little Bit (feat. Lykke Li),69,230
Rap,Drake,Is There More,69,226
Dance,Apink,%%(Eung Eung),69,208
Pop,Taylor Swift,King Of My Heart,69,214
Pop,Disclosure,You & Me - Flume Remix,69,282
Rap,A Boogie Wit da Hoodie,Billie Jean,69,138
Rock,La Ley,Mentira,69,288
Rap,$uicideBoy$,O Pana!,69,128
Dance,Zedd,Get Low (with Liam Payne),69,204
Dance,T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),69,265
Pop,Noah Cyrus,Team,69,215
Rap,Nicki Minaj,Barbie Tingz,69,191
Pop,Childish Gambino,3005,69,234
Pop,Travis Scott,way back,69,272
Pop,Maroon 5,Wait (feat. A Boogie Wit da Hoodie),69,190
Alternative,Kiana Ledé,Bouncin (feat. Offset),69,172
Pop,John Legend,A Good Night,69,203
Pop,Drake,Let’s Call It Off (feat. Peter Bjorn and John),69,234
Rap,ScHoolboy Q,Studio,69,278
Folk,John Denver,"Take Me Home, Country Roads - Original Version",69,190
Rap,NF,Mansion,69,323
Pop,Solange,Sound of Rain,69,185
Pop,Dave Matthews Band,Crash into Me,69,316
Dance,Carly Rae Jepsen,I Really Like You,69,204
Pop,We The Kings,"Check Yes, Juliet",69,220
Rock,Bob Dylan,Hurricane,69,512
Rap,Ski Mask The Slump God,Far Gone (feat. Lil Baby),69,236
Rap,Post Malone,"Yours Truly, Austin Post",69,219
Rap,XXXTENTACION,SMASH! - feat. PnB Rock,69,109
Dance,Ella Vos,Temporary,69,151
Rap,XXXTENTACION,Off the Wall!,69,203
Rap,J. Cole,4 Your Eyez Only,69,530
Pop,The Neighbourhood,Scary Love,69,222
Rap,"Tyler, The Creator",OKRA,69,151
Rap,Kanye West,Bound 2,69,229
Rock,The Supremes,Baby Love,69,158
Hip-Hop,Future,Mask Off - Marshmello Remix,69,179
Dance,Sigala,Feels Like Home,69,219
Pop,Lil Baby,Realist In It (feat. Gucci Mane & Offset),69,222
Rap,Run–D.M.C.,Walk This Way (feat. Aerosmith),69,309
Dance,David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),69,207
Dance,Luis Fonsi,No Me Doy Por Vencido,69,239
Rap,"Tyler, The Creator",Where This Flower Blooms,69,194
Pop,The Neighbourhood,Cry Baby,69,235
Rap,XXXTENTACION,love yourself (interlude),69,48
Rap,Future,Stick to the Models,69,196
Pop,Little Mix,No More Sad Songs,69,225
Pop,Enrique Iglesias,Bailando - Spanish Version,69,243
Rap,Ski Mask The Slump God,So High,69,149
Rock,MKTO,Just Imagine It,69,250
Pop,Austin Burke,Slower,69,184
Rap,Rick Ross,Hustlin',69,254
Pop,Drake,Make Me Proud,69,219
Pop,Halsey,Alone (Feat. Big Sean & Stefflon Don),69,207
Pop,2 Chainz,Girl's Best Friend (feat. Ty Dolla $ign),69,192
Pop,Khalid,Keep Me,69,276
Rap,Joey Bada$$,TEMPTATION,69,244
Rap,Big Boi,All Night,69,241
Pop,Pearl Jam,Just Breathe,69,215
Pop,J. Cole,The Cut Off (feat. kiLL edward),69,237
Pop,J. Cole,BRACKETS,69,315
Pop,Jesper Jenset,Bad Vibrations,69,199
Pop,PRETTYMUCH,Open Arms,69,186
Dance,Britney Spears,Circus,69,192
Rap,Drake,Know Yourself,69,275
Reggaeton,Ozuna,Sigueme los Pasos,69,246
Reggaeton,Lali,Sin Querer Queriendo (feat. Mau y Ricky),69,228
Rock,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,69,208
Jazz,Louis Armstrong,La vie en rose - Single Version,69,204
Reggaeton,Miky Woodz,A Todas Horas,69,194
Children’s Music,Avenged Sevenfold,Bat Country,69,311
Hip-Hop,Kevin Abstract,Empty,69,194
Hip-Hop,Wisin & Yandel,Sexy Movimiento,69,209
Rock,Zoé,Luna - Live,69,280
Children’s Music,grandson,Apologize,69,198
Soul,Leon Bridges,Forgive You,69,221
Pop,Atomic Kitten,The Tide Is High - Radio Mix,69,205
Children’s Music,Calle 13,Ojos Color Sol,69,215
Rock,Bruce Springsteen,Hungry Heart,69,199
Reggaeton,Angel Y Khriz,Na De Na,69,202
R&B,Aloe Blacc,Brooklyn In The Summer,69,208
Alternative,Rammstein,WEIT WEG,69,260
Rock,Zoé,Azul,69,194
Jazz,Leslie Odom Jr.,Wait for It,69,193
R&B,Gaab,Tem Café,69,262
Soul,Leon Bridges,Coming Home,69,206
Reggaeton,Tego Calderon,Pa' Que Retozen,69,151
Jazz,Oscar D'León,Lloraras,69,221
R&B,James Blake,Retrograde,69,223
Reggaeton,Juhn,Confia Remix,69,234
Children’s Music,Mahalia,Do Not Disturb,69,230
Rock,Bread,Everything I Own,69,187
Alternative,ChocQuibTown,Que Me Baile,69,223
Soul,Sophie Meiers,Don't Be Scared,69,184
Indie,Octavian,Bet (feat. Skepta & Michael Phantom),69,166
Rock,Gary Clark Jr.,Come Together,69,193
Soul,Paolo Nutini,Last Request,69,220
Rock,David Bowie,Moonage Daydream - 2012 Remastered Version,69,279
Folk,Traveling Wilburys,End Of The Line,69,209
Rock,Imagine Dragons,Stuck,69,190
Indie,Sara Farell,It Aint me - Acoustic,69,192
Pop,Franco De Vita,Te Amo,69,218
Indie,Peking Duk,Sugar,69,191
Children’s Music,Dread Mar I,Hoja en Blanco,69,282
R&B,Mariah Carey,Without You,69,213
Pop,Daddy Yankee,La Despedida,69,202
Reggaeton,Fanny Lu,Romper el Hielo,69,178
Rock,Yes,Owner Of A Lonely Heart,69,266
Rock,The Beatles,A Hard Day's Night - Remastered 2009,69,154
Movie,Samuel E. Wright,"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",69,195
Movie,Jodi Benson,"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",69,195
Rock,The Band Perry,If I Die Young,69,222
Soul,Michael Kiwanuka,Cold Little Heart - Radio Edit,69,210
Rock,Greta Van Fleet,Safari Song,69,234
Reggaeton,DrefQuila,Exhibicionista,69,212
Rock,Thomas Rhett,T-Shirt,69,227
Folk,Tracy Chapman,Baby Can I Hold You,69,193
Rap,21 Savage,My Choppa Hate Niggas,69,148
Indie,Mac DeMarco,My Kind of Woman,69,190
Hip-Hop,Paulo Londra,Luna Llena,69,181
Reggaeton,Lenny Tavárez,No Me Equivoqué,69,192
Hip-Hop,Daddy Yankee,¿Qué Tengo Que Hacer?,69,218
Rock,Fleetwood Mac,Gypsy,69,264
Rock,Journey,Open Arms,69,202
Hip-Hop,Lacrim,Bloody,69,178
Rap,Linkin Park,Faint,69,162
Indie,Sam Tinnesz,Play With Fire (feat. Yacht Money),69,180
Soul,Marvin Gaye,Sexual Healing - Kygo Remix,69,368
Pop,Coldplay,In My Place,69,226
Rock,Pink Floyd,Breathe (In the Air),69,169
Hip-Hop,Shakka,Man Down (feat. AlunaGeorge),69,211
R&B,Rels B,HEY SHORTY!,69,159
Hip-Hop,Flipp Dinero,Feelin Like,69,206
Movie,Kristen Bell,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",69,124
Pop,Sin Bandera,Entra en Mi Vida,69,249
Soul,Stevie Wonder,Isn't She Lovely,69,394
Hip-Hop,Maître Gims,Est-ce que tu m'aimes ? - Pilule Bleue,69,237
Rock,Secondhand Serenade,Fall for You (Acoustic),69,176
Rock,Paul McCartney,Band On The Run - Remastered 2010,69,313
Pop,Calvin Harris,Promises (with Sam Smith) - David Guetta Remix,69,190
Alternative,Breakbot,Baby I'm Yours - feat. Irfane,69,215
Hip-Hop,Beret,Vuelve,69,148
Indie,Magneto,"Vuela, Vuela (Voyage, Voyage)",69,265
Rock,Twenty One Pilots,Cancer,69,236
Hip-Hop,Geko,6:30,69,213
Children’s Music,Evanescence,Going Under,69,214
Rock,Greta Van Fleet,You're The One,69,266
Rock,Andrés Cepeda,Magia (feat. Sebastian Yatra),69,192
Hip-Hop,Khea,Como Le Digo,69,226
Rock,Mötley Crüe,"Girls, Girls, Girls",69,270
Children’s Music,Calle 13,La Vuelta Al Mundo,69,234
R&B,Rihanna,Stay,69,240
Rock,Santana,Maria Maria (feat. The Product G&B) - Radio Mix,69,261
Rock,Skillet,The Resistance,69,232
Rock,Julieta Venegas,Andar Conmigo,69,193
Reggaeton,Farruko,Krippy Kush,69,230
Rock,Goldmund,Threnody,69,281
Rock,Skid Row,18 and Life,69,229
Pop,Jonas Aden,I Dip You Dip,69,144
Rock,The Score,Stronger,69,190
Rock,Scissor Sisters,I Don't Feel Like Dancin' - Radio Edit,69,248
Children’s Music,Nirvana,Where Did You Sleep Last Night,69,308
Rock,Julieta Venegas,Limón y Sal,69,205
World,Brian McBride,Overture (For Other Halfs),69,398
Rock,Thomas Rhett,Craving You,69,223
Country,Jason Aldean,Any Ol' Barstool,69,203
Rock,Def Leppard,Hysteria,69,354
Children’s Music,Linkin Park,Leave Out All The Rest,69,209
Folk,Jefferson Airplane,White Rabbit,69,150
Reggaeton,Manuel Turizo,Ser Un Cantante,69,189
Rock,Muse,Knights Of Cydonia,69,366
Rock,Simon & Garfunkel,Cecilia,69,174
Indie,The Killers,Read My Mind,69,246
Rock,Panteon Rococo,La Dosis Perfecta,69,255
Children’s Music,Rise Against,Satellite,69,238
Rock,Imagine Dragons,Burn Out,69,273
Pop,Burna Boy,On The Low,69,185
Country,Maren Morris,My Church,69,197
Children’s Music,Joji,COME THRU,69,153
Rock,Foreigner,Waiting For A Girl Like You,69,292
Pop,Marc Anthony,Qué Precio Tiene el Cielo - Salsa Version,69,302
Country,Dierks Bentley,"Woman, Amen",69,179
Rock,Zoé,Arrullo De Estrellas,69,252
Rock,Maldita Vecindad Y Los Hijos Del 5to. Patio,Kumbala,69,267
Rock,Jefferson Airplane,Somebody to Love,69,174
Soul,Solange,Jerrod,69,182
Reggaeton,Ozuna,Tu Olor,69,193
Rock,The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),69,229
Pop,Carla Morrison,Eres Tú,69,228
Children’s Music,Soundgarden,Spoonman,69,246
Folk,Ryan Montbleau,Fast Car (feat. Tall Heights),69,272
Soul,Frank Ocean,Moon River,69,188
Reggaeton,Super Yei,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",69,260
Hip-Hop,Khea,"Loca (feat. Duki, Cazzu)",69,246
Hip-Hop,Canserbero,Es Épico,69,361
Hip-Hop,Ali Gatie,Moonlight,69,228
Country,Old Dominion,No Such Thing as a Broken Heart,69,176
Country,Brooks & Dunn,Brand New Man - with Luke Combs,69,190
Country,Dan + Shay,How Not To,69,192
Country,Tim McGraw,Thought About You,69,225
Folk,Tom Petty and the Heartbreakers,Learning To Fly,69,242
Alternative,Rammstein,TATTOO,69,251
Rock,Tommee Profitt,In the End,69,234
Country,Johnny Cash,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",69,162
Rock,Imagine Dragons,Love,69,166
Indie,This Band,'Di Na Babalik,69,371
Reggaeton,Anuel Aa,Te Boté - Rhlm Version,69,147
Pop,Avicii,For A Better Day,69,206
World,Bethel Music,Raise a Hallelujah (Live),69,470
Rap,Juice WRLD,Out My Way,69,156
Folk,The Doobie Brothers,What A Fool Believes,69,223
Rap,Juice WRLD,The Bees Knees,69,325
Rap,Juice WRLD,10 Feet,69,212
Hip-Hop,Comethazine,HIPPOPOTAMUS,69,102
Country,Luke Bryan,"Sunrise, Sunburn, Sunset",69,216
Country,Kenny Chesney,All the Pretty Girls,69,212
Folk,Talking Heads,Once In A Lifetime - 2005 Remastered Version,69,259
Rock,KISS,Detroit Rock City,69,215
Rock,Dierks Bentley,Living,69,222
Children’s Music,Hillsong UNITED,So Will I (100 Billion X),69,411
Rock,Bacilos,Mi primer millon,69,237
Alternative,Limp Bizkit,Behind Blue Eyes,69,269
Reggaeton,Bad Bunny,Pa Ti,69,191
Country,Old Dominion,Hotel Key,69,166
Country,Cole Swindell,Middle of a Memory,69,226
Rock,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,69,237
Children’s Music,Five Finger Death Punch,Bad Company,69,262
Country,Eric Church,Record Year,69,179
Country,Luke Combs,Dive - Recorded At Sound Stage Nashville,69,260
Country,Keith Urban,Parallel Line,69,253
Country,Phil Vassar,Just Another Day In Paradise,69,233
Pop,Michael Jackson,Heal the World,69,384
Rock,Imagine Dragons,Real Life,69,247
Country,Zac Brown Band,Knee Deep (feat. Jimmy Buffett),69,203
Rock,The Who,Pinball Wizard,69,180
Pop,Diplo,Wish - Trippie Mix,69,176
Pop,Juan Gabriel,Hasta Que Te Conocí,69,433
Rap,Meek Mill,Pay You Back (feat. 21 Savage),69,235
Pop,King Princess,Holy,69,174
Rock,Imagine Dragons,Not Today,69,261
Dance,OneRepublic,No Vacancy,69,223
Hip-Hop,Cooliecut,Nothing,69,128
Pop,Gucci Mane,Met Gala (feat. Offset),69,209
Rock,Queen,Radio Ga Ga - Live Aid,69,245
Pop,Talk Talk,It's My Life - 1997 Remastered Version,69,232
Pop,Madonna,Hung Up,69,337
Rock,Iron & Wine,Call It Dreaming,69,231
R&B,Jorja Smith,Let Me Down,69,188
Pop,John Mayer,Still Feel Like Your Man,69,234
Pop,Zedd,I Want You To Know,69,240
Hip-Hop,Tyga,Leather in The Rain (feat. Kyndall),69,213
Pop,Smokepurpp,Sauce Like This,69,121
Dance,Syn Cole,Got the Feeling,69,178
Folk,Fleet Foxes,"If You Need To, Keep Time On Me",69,210
Pop,MØ,Sun In Our Eyes,69,217
Pop,The Gregory Brothers,The Muffin Song (asdfmovie),69,187
Rock,Eric Clapton,Cocaine,69,221
Hip-Hop,Salt-N-Pepa,Shoop,69,248
Rap,The Black Eyed Peas,Just Can’t Get Enough,69,219
Pop,Prince Royce,El Clavo,69,172
Pop,Gregory Alan Isakov,San Luis,69,272
Pop,Sean Paul,I'm Still In Love With You (feat. Sasha),69,273
Pop,blackbear,HIGH1X,69,169
Pop,The Lumineers,Sleep On The Floor,69,211
Pop,Ricky Martin,La Mordidita,69,211
Rock,Korn,Got the Life,69,225
Pop,Marc E. Bassy,Morning,69,206
Pop,Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),69,330
Pop,Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",69,224
Pop,Billie Eilish,Ocean Eyes - GOLDHOUSE Remix,69,213
Hip-Hop,PARTYNEXTDOOR,Not Nice,69,202
Dance,Tungevaag & Raaban,Hey Baby,69,180
Rock,Europe,Carrie,69,272
Pop,21 Savage,letter 2 my momma,69,194
Pop,Banes World,You Say I'm in Love,69,176
Pop,Paul Anka,Put Your Head On My Shoulder,69,154
Rock,Lynyrd Skynyrd,Simple Man,69,356
Pop,Creed,One Last Breath,69,238
Pop,T.I.,That's All She Wrote (feat. Eminem),69,318
Hip-Hop,Fat Joe,All The Way Up,69,191
Pop,A$AP Rocky,Wild for the Night (feat. Skrillex & Birdy Nam Nam),69,212
Pop,Taylor Swift,Blank Space,69,231
Rock,The Police,Roxanne - Remastered 2003,69,191
Pop,Brandi Carlile,Party Of One (feat. Sam Smith),69,259
Pop,The Notorious B.I.G.,Who Shot Ya,69,319
Pop,The Presidents Of The United States Of America,Lump,69,134
Pop,Randy Houser,How Country Feels,69,185
Pop,Vic Mensa,Liquor Locker,69,258
Pop,David Guetta,Dirty Sexy Money (feat. Charli XCX & French Montana),69,172
Pop,Disclosure,Omen - Radio Edit,69,196
Pop,boy pablo,Feeling Lonely,69,197
Pop,Twenty One Pilots,Hometown,69,234
Pop,Lost Kings,FU4E,69,207
Pop,Shy Glizzy,Do You Understand? (feat. Gunna & Tory Lanez),69,279
Pop,The Archies,"Sugar, Sugar",69,167
Pop,Matt Maeson,Cringe - Stripped,69,219
Pop,Shawn Mendes,Bad Reputation,69,198
Pop,JID,Workin Out,69,226
Pop,Backstreet Boys,Larger Than Life,69,232
Pop,My Chemical Romance,I Don't Love You,69,238
Rap,2Pac,Ghetto Gospel,69,238
Pop,Hearts & Colors,LA On A Saturday Night,69,195
Pop,Sia,Never Give Up,69,221
Pop,One Direction,Live While We're Young,69,200
Rap,Run–D.M.C.,It's Tricky,69,183
Pop,Selena Gomez,Come & Get It,69,231
Rock,Arcade Fire,Everything Now,69,303
Rock,Nirvana,Lithium,69,257
Pop,Nipsey Hussle,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),69,233
Pop,50 Cent,P.I.M.P.,69,249
Pop,Playboi Carti,R.I.P.,69,192
Pop,Quavo,BIGGEST ALLEY OOP,69,180
Pop,Shania Twain,That Don't Impress Me Much,69,238
Pop,Five For Fighting,Superman (It's Not Easy),69,221
Pop,NOTD,Been There Done That (feat. Tove Styrke),69,197
Pop,Moon Taxi,Two High,69,213
Dance,Hardwell,Power,69,148
Rock,Maná,Rayando El Sol,69,250
Rock,Boston,Peace of Mind,69,303
Pop,The National,I Need My Girl,69,245
Pop,Mipso,People Change,69,212
Pop,Rex Orange County,A Song About Being Sad,69,136
Rock,Jackson Browne,Running on Empty,69,298
Hip-Hop,Jacquees,At The Club,69,173
Pop,Kat Dahlia,I Think I'm In Love,69,202
Dance,Juan Magán,Muñequita Linda,69,210
Pop,Kina Grannis,For Now,69,198
Pop,Steve Acho,Let It Be (live Acoustic),69,172
Rock,Tom Walker,Just You and I - Acoustic,69,196
Folk,Birdtalker,Heavy,69,264
Rap,Usher,You Make Me Wanna...,69,219
Folk,Paul Simon,50 Ways to Leave Your Lover,69,217
Dance,Corona,The Rhythm of the Night,69,264
Pop,Beyoncé,Flawless Remix,69,234
Pop,The Fray,Never Say Never,69,256
Pop,Kendrick Lamar,Backseat Freestyle,69,212
Pop,EDEN,drugs,69,338
Pop,The B-52's,Love Shack,69,321
Hip-Hop,Ty Dolla $ign,Pineapple (feat. Gucci Mane & Quavo),69,218
Pop,A$AP Rocky,A$AP Forever REMIX,69,315
Pop,Marshmello,Rooftops,69,177
Pop,Au/Ra,Panic Room,69,237
Pop,Rex Orange County,Edition,69,115
Pop,Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",69,240
Pop,Rich Gang,Lifestyle,69,269
Pop,A$AP Rocky,Bad Company (feat. BlocBoy JB),69,183
Rap,Kina,Baby You're Worth It,69,130
Pop,Nicki Minaj,Majesty (with Labrinth & feat. Eminem),69,295
Pop,ScHoolboy Q,THat Part,69,313
Pop,Bazanji,Fed Up,69,160
Pop,Robinson,Medicine,69,225
Dance,Kacey Musgraves,Happy & Sad,69,243
Pop,Cavetown,Lemon Boy,69,272
Rap,Eminem,White America,69,324
Rock,AJR,Weak,69,202
Rap,Killswitch Engage,My Curse,69,244
Pop,Drake,Peak,69,206
Pop,Ed Sheeran,Drunk,69,200
Pop,Red Velvet,빨간 맛 Red Flavor,69,191
Hip-Hop,THEY.,What I Know Now (feat. Wiz Khalifa),69,180
Pop,Houndmouth,Sedona,69,239
Pop,Juicy J,Let Me See (feat. Kevin Gates & Lil Skies),69,248
Pop,Flo Rida,Club Can't Handle Me (feat. David Guetta),69,234
Pop,Panic! At The Disco,The Overpass,69,177
Pop,Britney Spears,Sometimes,69,245
Pop,Martin Jensen,Solo Dance,69,174
Rock,Roy Orbison,You Got It,69,210
Rock,The Vaccines,All My Friends Are Falling In Love,69,210
Folk,Glen Campbell,Southern Nights,69,180
Electronic,Blur,Girls and Boys,69,259
Hip-Hop,Souls Of Mischief,93 'Til Infinity,69,286
Pop,Bruno Mars,Young Girls,69,228
Pop,Maroon 5,She Will Be Loved,69,257
Pop,Carly Rae Jepsen,Cut To The Feeling,69,207
Pop,Bruno Mars,Gorilla,69,244
Rock,Queen,Fat Bottomed Girls - Remastered 2011,69,255
Pop,Manu Rios,Riptide,69,208
Rock,Black Sabbath,Paranoid - Remastered Version,69,168
Pop,Ariel Camacho y Los Plebes Del Rancho,Te Metiste,69,209
Pop,Kanye West,Wolves,69,301
Pop,Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),69,325
Pop,Kendrick Lamar,Poetic Justice,69,300
Rap,Justin Timberlake,Señorita,69,294
Pop,Macklemore & Ryan Lewis,Same Love - feat. Mary Lambert,69,318
Pop,Brent Faiyaz,Poison,69,212
Rock,George Michael,Freedom! '90 - Remastered,69,390
Rock,Pulp,Common People,69,351
Pop,Kanye West,Real Friends,69,251
Rock,Bee Gees,"Night Fever - From ""Saturday Night Fever"" Soundtrack",69,209
Hip-Hop,Scarlxrd,Heart Attack,69,193
Pop,R3HAB,Rumors (With Sofia Carson),69,138
Rock,Creedence Clearwater Revival,Bad Moon Rising,69,141
Hip-Hop,Iggy Azalea,Fancy,69,199
Hip-Hop,Drake,Get It Together,69,250
Pop,Ed Sheeran,Small Bump,69,259
Dance,Sia,Elastic Heart,69,257
Rock,Bee Gees,How Deep Is Your Love,69,245
Pop,Weezer,Africa,69,238
Pop,Troye Sivan,The Good Side,69,268
R&B,Fifth Harmony,Don't Say You Love Me,69,193
Dance,Dimitri Vegas & Like Mike,Unity,69,234
Rock,Nickelback,If Today Was Your Last Day,69,249
Rock,Hombres G,Devuelveme a mi chica,69,194
Rap,Luke Christopher,Lot to Learn,69,248
Pop,Simple Plan,I'm Just A Kid,69,198
Pop,Saba,Photosynthesis,69,201
Rap,J. Holiday,Bed,69,275
Pop,BTS,Best Of Me,69,227
Pop,The Weeknd,Rockin’,69,232
Pop,Getter Jaani,Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],69,155
Pop,Hozier,Someone New,69,222
Dance,Pretenders,I'll Stand by You,69,240
Pop,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,69,189
Pop,5 Seconds of Summer,She Looks So Perfect,69,202
Pop,A$AP Rocky,Tony Tone,69,208
Rock,The Marshall Tucker Band,Can't You See,69,365
Pop,Sia,Move Your Body - Alan Walker Remix,69,217
Rock,Caifanes,Viento,69,236
Pop,Twenty One Pilots,Guns For Hands,69,273
Pop,The Him,Nothing On Us,69,161
Pop,The Pussycat Dolls,Don't Cha,69,272
Rock,Rupert Holmes,Escape (The Pina Colada Song),69,276
Rock,Keane,Somewhere Only We Know,69,236
Pop,PSY,Gangnam Style (강남스타일),69,219
Pop,The Weeknd,False Alarm,69,220
Pop,Disclosure,Where Angels Fear To Tread,69,225
Pop,Niall Horan,On The Loose,69,223
Dance,Martin Solveig,Places,69,202
Pop,Chayín Rubio,Ya Me Enteré,69,189
Pop,Cheat Codes,Feeling of Falling,69,216
Pop,Gucci Mane,Curve (feat. The Weeknd),69,161
Pop,Lana Del Rey,Cherry,69,180
Pop,Bruno Mars,It Will Rain,69,257
Pop,Kehlani,The Way (feat. Chance the Rapper),69,262
Pop,Pusha T,If You Know You Know,69,202
Pop,Donny Osmond,"I'll Make a Man Out of You - From ""Mulan""/Soundtrack",69,201
Pop,Monsta X,Shoot Out,69,207
Pop,Ookay,Thief,69,239
Pop,Tee Grizzley,2 Vaults (feat. Lil Yachty),69,210
Hip-Hop,Trey Songz,Bottoms Up - feat. Nicki Minaj,69,242
Pop,Little Mix,Wasabi,69,154
Pop,Marc Anthony,Tu Vida en la Mía,69,373
Pop,Cage The Elephant,Cold Cold Cold,69,214
Pop,Logic,"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)",69,487
Rap,El Alfa,Suave (Remix),69,305
Pop,6LACK,Let Her Go,69,177
Rock,Tom Petty and the Heartbreakers,Mary Jane's Last Dance,69,273
Pop,Morgan Evans,Kiss Somebody,69,213
Pop,Carlie Hanson,Only One,69,190
Pop,Kendrick Lamar,XXX. FEAT. U2.,69,254
Pop,Marshmello,Flashbacks,69,165
Pop,J. Cole,FRIENDS (feat. kiLL edward),69,257
Pop,Taylor Swift,Call It What You Want,69,203
Hip-Hop,Lil Pump,D Rose,69,135
Pop,Shakira,Try Everything,69,196
Pop,Camila,Aléjate de Mí,69,258
Rap,SAINt JHN,Trap (feat. Lil Baby),69,184
Pop,Tinashe,Throw A Fit,69,158
Pop,All Time Low,"Dear Maria, Count Me In",69,182
Pop,2 Chainz,I Said Me,69,331
Pop,Drake,Uptown (feat. Bun B & Lil Wayne),69,382
Hip-Hop,GoldLink,Herside Story,69,183
Rap,XXXTENTACION,Pain = BESTFRIEND - feat. Travis Barker,69,101
Rap,Lil Peep,Sunlight On Your Skin - Bonus Track,69,200
Rap,Aminé,SHINE,69,150
Pop,Migos,BBO (Bad Bitches Only),69,251
Rap,J. Cole,Change,69,331
Pop,Metro Boomin,"Only You (feat. WizKid, Offset & J Balvin)",69,218
Rap,Mustard,Dangerous World (feat. Travis Scott & YG),69,165
Pop,Nickelback,Far Away,69,238
Pop,G-Eazy,Calm Down,69,127
Pop,Twenty One Pilots,Goner,69,236
Pop,Conan Gray,Lookalike,69,220
Pop,Drake,Blem,69,216
Folk,Dermot Kennedy,For Island Fires and Family,69,285
Dance,Paty Cantú,Cuenta Pendiente,69,192
Pop,Breathe Carolina,Sweet Dreams (feat. Kaleena Zanders),69,159
Pop,G.R.L.,Ugly Heart,69,198
Pop,Leslie Grace,Díganle - Tainy Remix,69,211
Pop,Quality Control,Bosses Don't Speak,69,241
Rock,Bastille,World Gone Mad,69,195
Pop,Kip Moore,Last Shot,69,228
Pop,Rascal Flatts,Bless The Broken Road,69,226
Pop,Metro Boomin,Lesbian (feat. Gunna & Young Thug),69,206
Rap,Drake,Fire & Desire,69,238
Pop,PRETTYMUCH,Blind,69,201
Pop,gianni & kyle,pop a pill,69,180
Pop,Halsey,Walls Could Talk,69,101
Dance,Jamie Foxx,Blame It,69,289
Rap,SZA,Supermodel,69,181
Pop,Kendrick Lamar,Money Trees,69,386
Hip-Hop,Lil Pump,Nu Uh,69,114
Pop,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",69,212
Pop,LeAnn Rimes,How Do I Live,69,266
