primaryTitle;titleType;startYear;runtimeMinutes;genre;director;averageRating;numVotes
The Other Me;movie;2016;101;Crime;Sotiris Tsafoulias;7.9;13654
Jack the Giant Slayer;movie;2013;114;Action;Bryan Singer;6.3;153253
The Boss Baby;movie;2017;97;Adventure;Tom McGrath;6.3;153229
Happy as Lazzaro;movie;2018;128;Drama;Alice Rohrwacher;7.5;22677
Mask;movie;1985;120;Biography;Peter Bogdanovich;7.2;34417
The Bad and the Beautiful;movie;1952;118;Drama;Vincente Minnelli;7.7;17437
Two Is a Family;movie;2016;118;Comedy;Hugo Gélin;7.3;29767
Ladyhawke;movie;1985;121;Adventure;Richard Donner;6.9;54075
Dragon;movie;2025;157;Comedy;Ashwath Marimuthu;7.8;15376
The 36th Chamber of Shaolin;movie;1978;116;Action;Chia-Liang Liu;7.6;19816
Stonehearst Asylum;movie;2014;112;Drama;Brad Anderson;6.8;63441
He Got Game;movie;1998;136;Drama;Spike Lee;6.9;54011
The Pledge;movie;2001;124;Crime;Sean Penn;6.7;74770
Hitman;movie;2007;94;Action;Xavier Gens;6.2;184519
The One I Love;movie;2014;91;Comedy;Charlie McDowell;7.0;46149
Karwaan;movie;2018;114;Adventure;Akarsh Khurana;7.6;19757
The Namesake;movie;2006;122;Drama;Mira Nair;7.5;22532
Abigail;movie;2024;109;Action;Matt Bettinelli-Olpin;6.5;105249
Ayyappanum Koshiyum;movie;2020;177;Action;Sachy;8.0;12037
The Last: Naruto the Movie;movie;2014;112;Action;Tsuneo Kobayashi;7.6;19720
Auntie Mame;movie;1958;143;Comedy;Morton DaCosta;7.9;13544
Padmaavat;movie;2018;163;Drama;Sanjay Leela Bhansali;7.1;39552
Napoleon;movie;1927;330;Biography;Abel Gance;8.2;9558
Hansel & Gretel: Witch Hunters;movie;2013;88;Action;Tommy Wirkola;6.1;224185
Por Thozhil;movie;2023;147;Action;Vignesh Raja;8.0;12016
I'm Not There;movie;2007;135;Biography;Todd Haynes;6.8;63016
The Shallows;movie;2016;86;Drama;Jaume Collet-Serra;6.3;151410
Shattered Glass;movie;2003;94;Drama;Billy Ray;7.1;39485
The Savages;movie;2007;114;Comedy;Tamara Jenkins;7.1;39479
Scream 4;movie;2011;111;Horror;Wes Craven;6.2;183467
Mankatha;movie;2011;155;Action;Venkat Prabhu;7.7;17302
The End of the Tour;movie;2015;106;Biography;James Ponsoldt;7.2;34045
Sliding Doors;movie;1998;99;Comedy;Peter Howitt;6.7;74159
From Paris with Love;movie;2010;92;Action;Pierre Morel;6.4;125372
Bubba Ho-Tep;movie;2002;92;Comedy;Don Coscarelli;6.9;53459
Parallel Mothers;movie;2021;123;Drama;Pedro Almodóvar;7.1;39332
Sausage Party;movie;2016;89;Adventure;Greg Tiernan;6.1;222702
Abominable;movie;2019;97;Adventure;Jill Culton;7.0;45704
Little Manhattan;movie;2005;90;Comedy;Mark Levin;7.4;25561
Breaker Morant;movie;1980;107;Drama;Bruce Beresford;7.8;15175
Sonchiriya;movie;2019;143;Action;Abhishek Chaubey;7.9;13428
Bilal: A New Breed of Hero;movie;2015;105;Action;Khurram H. Alavi;7.6;19537
The Finest Hours;movie;2016;117;Action;Craig Gillespie;6.7;73621
Waking Ned Devine;movie;1998;91;Comedy;Kirk Jones;7.3;29307
The Fifth Seal;movie;1976;116;Drama;Zoltán Fábri;8.5;6860
See No Evil, Hear No Evil;movie;1989;103;Comedy;Arthur Hiller;6.8;62406
Ankhon Dekhi;movie;2013;107;Comedy;Rajat Kapoor;7.9;13407
The Defiant Ones;movie;1958;96;Crime;Stanley Kramer;7.6;19498
Padaiyappa;movie;1999;181;Action;K.S. Ravikumar;8.2;9459
Lights Out;movie;2016;81;Horror;David F. Sandberg;6.3;149581
Foreign Correspondent;movie;1940;120;Action;Alfred Hitchcock;7.4;25446
Beavis and Butt-Head Do America;movie;1996;81;Adventure;Geoffrey Johnson;6.8;62257
The Last Stand;movie;2013;107;Action;Kim Jee-woon;6.3;149032
My Grandfather's People;movie;2011;126;Comedy;Çagan Irmak;8.0;11856
Brat 2;movie;2000;122;Action;Aleksey Balabanov;7.6;19412
Geetha Govindam;movie;2018;142;Comedy;Parasuram;7.7;17075
Two Lovers;movie;2008;110;Drama;James Gray;7.0;45233
The International;movie;2009;118;Action;Tom Tykwer;6.5;103164
There's Still Tomorrow;movie;2023;118;Comedy;Paola Cortellesi;7.7;17062
The Seven Year Itch;movie;1955;105;Comedy;Billy Wilder;7.0;45204
Alice Doesn't Live Here Anymore;movie;1974;112;Drama;Martin Scorsese;7.3;29095
2012;movie;2009;158;Action;Roland Emmerich;5.8;414878
Adventures in Babysitting;movie;1987;102;Adventure;Chris Columbus;6.9;52752
Wadjda;movie;2012;98;Comedy;Haifaa Al-Mansour;7.5;22084
Together;movie;2000;106;Comedy;Lukas Moodysson;7.4;25280
Gold;movie;2016;120;Biography;Stephen Gaghan;6.7;72854
Popstar: Never Stop Never Stopping;movie;2016;87;Comedy;Akiva Schaffer;6.7;72830
Aparajito;movie;2022;138;Biography;Anik Datta;8.7;5553
Running on Empty;movie;1988;116;Crime;Sidney Lumet;7.6;19332
The Wolf Man;movie;1941;70;Horror;George Waggner;7.2;33434
Jackie;movie;2016;100;Biography;Pablo Larraín;6.6;86162
Hail, Caesar!;movie;2016;106;Comedy;Ethan Coen;6.3;147949
Stronger;movie;2017;119;Biography;David Gordon Green;6.9;52519
Arctic;movie;2018;98;Adventure;Joe Penna;6.8;61583
Bol;movie;2011;151;Drama;Shoaib Mansoor;8.2;9368
Last Tango in Paris;movie;1972;129;Drama;Bernardo Bertolucci;6.8;61561
Midnight Special;movie;2016;112;Drama;Jeff Nichols;6.6;85974
Mister Roberts;movie;1955;123;Comedy;John Ford;7.6;19280
The New Classmate;movie;2015;100;Drama;Ashwiny Iyer Tiwari;8.2;9365
An American in Paris;movie;1951;114;Drama;Vincente Minnelli;7.1;38619
Florence Foster Jenkins;movie;2016;111;Biography;Stephen Frears;6.8;61514
Rabbit Hole;movie;2010;91;Drama;John Cameron Mitchell;6.9;52422
Resident Evil: Apocalypse;movie;2004;94;Action;Alexander Witt;6.1;217925
Captain Blood;movie;1935;119;Action;Michael Curtiz;7.7;16924
Kesari;movie;2019;150;Action;Anurag Singh;7.4;25107
People Like Us;movie;2012;114;Comedy;Alex Kurtzman;7.0;44788
Johnny English Reborn;movie;2011;101;Action;Oliver Parker;6.3;147094
Abbas in Flower;movie;1982;87;Comedy;Sinan Çetin;8.0;11731
Django;movie;1966;91;Action;Sergio Corbucci;7.2;33217
The Blue Elephant 2;movie;2019;130;Crime;Marwan Hamed;8.0;11728
Spies in Disguise;movie;2019;102;Action;Nick Bruno;6.8;61270
Cars of the Revolution;movie;2008;120;Drama;Tolga Örnek;7.9;13187
I;movie;2015;188;Action;S. Shankar;7.4;25024
The Tourist;movie;2010;103;Action;Florian Henckel von Donnersmarck;6.0;265838
Double Jeopardy;movie;1999;105;Crime;Bruce Beresford;6.5;101702
Seven Brides for Seven Brothers;movie;1954;102;Comedy;Stanley Donen;7.3;28732
Hector and the Search for Happiness;movie;2014;114;Adventure;Peter Chelsom;6.9;52065
Cocoon;movie;1985;117;Comedy;Ron Howard;6.7;71971
Local Hero;movie;1983;111;Comedy;Bill Forsyth;7.3;28703
47 Ronin;movie;2013;128;Action;Carl Rinsch;6.2;177188
Restrepo;movie;2010;93;Biography;Tim Hetherington;7.4;24949
Minions: The Rise of Gru;movie;2022;87;Adventure;Kyle Balda;6.5;101295
Red One;movie;2024;123;Action;Jake Kasdan;6.3;145997
Odd Thomas;movie;2013;97;Comedy;Stephen Sommers;6.8;60843
Coal Miner's Daughter;movie;1980;124;Biography;Michael Apted;7.5;21758
Germany Year Zero;movie;1948;78;Drama;Roberto Rossellini;7.8;14808
Mass;movie;2021;111;Drama;Fran Kranz;7.6;19065
Kin-dza-dza!;movie;1986;135;Comedy;Georgiy Daneliya;7.8;14804
Make Way for Tomorrow;movie;1937;91;Drama;Leo McCarey;8.1;10368
Mighty Aphrodite;movie;1995;95;Comedy;Woody Allen;7.0;44329
Turbo;movie;2013;96;Adventure;David Soren;6.4;120814
Tell Me Who I Am;movie;2019;86;Documentary;Ed Perkins;7.6;19038
Monsieur Lazhar;movie;2011;95;Comedy;Philippe Falardeau;7.5;21703
Pump Up the Volume;movie;1990;102;Comedy;Allan Moyle;7.2;32885
Becket;movie;1964;148;Biography;Peter Glenville;7.7;16737
Days of Wine and Roses;movie;1962;117;Drama;Blake Edwards;7.8;14774
Kolya;movie;1996;111;Comedy;Jan Sverák;7.7;16734
The Deepest Breath;movie;2023;108;Adventure;Laura McGann;7.7;16730
The Woman in the Window;movie;1944;107;Crime;Fritz Lang;7.6;19010
Road House;movie;2024;121;Action;Doug Liman;6.2;175782
An Autumn Afternoon;movie;1962;113;Drama;Yasujirô Ozu;8.0;11607
Frantic;movie;1988;120;Crime;Roman Polanski;6.8;60522
American Factory;movie;2019;110;Documentary;Steven Bognar;7.4;24784
El Topo;movie;1970;125;Drama;Alejandro Jodorowsky;7.2;32818
Kabir Singh;movie;2019;173;Drama;Sandeep Reddy Vanga;7.0;44149
Under Siege;movie;1992;103;Action;Andrew Davis;6.5;100506
The Messenger;movie;2009;113;Drama;Oren Moverman;7.1;37956
Sonatine;movie;1993;94;Action;Takeshi Kitano;7.4;24735
The Court Jester;movie;1955;101;Adventure;Melvin Frank;7.8;14719
The Phantom of the Opera;movie;1925;93;Horror;Rupert Julian;7.5;21600
Leo;movie;2023;102;Adventure;Robert Marianetti;7.0;44029
Paradise Now;movie;2005;91;Crime;Hany Abu-Assad;7.4;24672
Knife in the Water;movie;1962;94;Drama;Roman Polanski;7.4;24664
Jackass Presents: Bad Grandpa;movie;2013;92;Comedy;Jeff Tremaine;6.5;99942
Presumed Innocent;movie;1990;127;Mystery;Alan J. Pakula;6.9;51271
Om;movie;1995;150;Action;Upendra;8.9;4482
Marshall;movie;2017;118;Biography;Reginald Hudlin;7.3;28291
Café Society;movie;2016;96;Comedy;Woody Allen;6.6;83900
May December;movie;2023;117;Drama;Todd Haynes;6.7;70827
Angel Has Fallen;movie;2019;121;Action;Ric Roman Waugh;6.4;119545
Devils on the Doorstep;movie;2000;139;Comedy;Wen Jiang;8.2;9181
Enthiran;movie;2010;174;Action;S. Shankar;7.2;32600
Van Wilder;movie;2002;92;Comedy;Walt Becker;6.4;119498
Plane;movie;2023;107;Action;Jean-François Richet;6.5;99774
Black Bag;movie;2025;93;Drama;Steven Soderbergh;6.7;70745
A Cure for Wellness;movie;2016;146;Drama;Gore Verbinski;6.4;119266
The 100 Year-Old Man Who Climbed Out the Window and Disappeared;movie;2013;114;Adventure;Felix Herngren;7.0;43791
K-19: The Widowmaker;movie;2002;138;Drama;Kathryn Bigelow;6.7;70655
Machine Gun Preacher;movie;2011;129;Action;Marc Forster;6.7;70653
Alice in the Cities;movie;1974;113;Drama;Wim Wenders;7.8;14631
Bad Lieutenant: Port of Call New Orleans;movie;2009;122;Crime;Werner Herzog;6.6;83669
The Wedding Ringer;movie;2015;101;Comedy;Jeremy Garelick;6.6;83653
Dumb Money;movie;2023;105;Biography;Craig Gillespie;6.8;59917
The Insult;movie;2017;113;Crime;Ziad Doueiri;7.6;18812
Take the Money and Run;movie;1969;85;Comedy;Woody Allen;7.2;32487
Ant-Man and the Wasp: Quantumania;movie;2023;124;Action;Peyton Reed;6.0;259409
Tango & Cash;movie;1989;104;Action;Andrei Konchalovsky;6.4;118913
Bobby;movie;2006;117;Biography;Emilio Estevez;7.0;43643
Jigarthanda Double X;movie;2023;172;Action;Karthik Subbaraj;8.0;11479
Oliver Twist;movie;1948;105;Drama;David Lean;7.8;14586
Three Thousand Years of Longing;movie;2022;108;Drama;George Miller;6.7;70393
Twelve O'Clock High;movie;1949;132;Drama;Henry King;7.7;16513
Rory O'Shea Was Here;movie;2004;104;Comedy;Damien O'Donnell;7.7;16498
Life;movie;1999;108;Comedy;Ted Demme;6.8;59624
Next;movie;2007;96;Action;Lee Tamahori;6.2;172624
The Babysitter;movie;2017;85;Comedy;McG;6.4;118404
Letter from an Unknown Woman;movie;1948;87;Drama;Max Ophüls;7.8;14546
Pithamagan;movie;2003;139;Action;Bala;8.3;8164
Dhamaal;movie;2007;136;Action;Indra Kumar;7.5;21329
Rendition;movie;2007;122;Drama;Gavin Hood;6.8;59422
The Trouble with Harry;movie;1955;99;Comedy;Alfred Hitchcock;7.0;43398
12 Strong;movie;2018;130;Action;Nicolai Fuglsig;6.5;98669
Last Christmas;movie;2019;103;Comedy;Paul Feig;6.5;98615
Fury;movie;1936;92;Crime;Fritz Lang;7.8;14507
Fright Night;movie;2011;106;Action;Craig Gillespie;6.4;117997
Pusher II;movie;2004;100;Action;Nicolas Winding Refn;7.3;27962
Living in Oblivion;movie;1995;90;Comedy;Tom DiCillo;7.5;21278
Henry: Portrait of a Serial Killer;movie;1986;83;Biography;John McNaughton;7.0;43324
Behind Enemy Lines;movie;2001;106;Action;John Moore;6.4;117761
Okkadu;movie;2003;171;Action;Gunasekhar;8.0;11396
Chithha;movie;2023;140;Drama;S.U. Arun Kumar;8.2;9065
Tsotsi;movie;2005;94;Crime;Gavin Hood;7.2;32131
Greed;movie;1924;140;Drama;Erich von Stroheim;8.0;11380
Secretariat;movie;2010;123;Biography;Randall Wallace;7.2;32121
In the Fade;movie;2017;106;Crime;Fatih Akin;7.1;37174
The Sword of Doom;movie;1966;120;Action;Kihachi Okamoto;7.9;12803
Poetry;movie;2010;139;Drama;Lee Chang-dong;7.8;14453
2 Fast 2 Furious;movie;2003;107;Action;John Singleton;5.9;315695
Songs from the Second Floor;movie;2000;98;Comedy;Roy Andersson;7.5;21188
Moana 2;movie;2024;100;Adventure;David G. Derrick Jr.;6.4;117328
Paradise Lost 3: Purgatory;movie;2011;121;Crime;Joe Berlinger;8.0;11361
The Witches of Eastwick;movie;1987;118;Comedy;George Miller;6.6;82336
The Postman Always Rings Twice;movie;1946;113;Crime;Tay Garnett;7.4;24210
Great Expectations;movie;1998;111;Drama;Alfonso Cuarón;6.8;58985
The Lucky One;movie;2012;101;Drama;Scott Hicks;6.4;117188
Lucky;movie;2017;88;Comedy;John Carroll Lynch;7.3;27787
The Seventh Continent;movie;1989;108;Drama;Michael Haneke;7.6;18553
Clash of the Titans;movie;1981;118;Action;Desmond Davis;6.9;50278
Saptha Sagaradaache Ello - Side A;movie;2023;142;Drama;Hemanth M. Rao;8.2;9031
Man Up;movie;2015;88;Comedy;Ben Palmer;6.8;58883
6 Underground;movie;2019;128;Action;Michael Bay;6.1;207665
You're Not You;movie;2014;102;Drama;George C. Wolfe;7.3;27748
Lean on Me;movie;1989;108;Biography;John G. Avildsen;7.4;24160
Hereafter;movie;2010;129;Drama;Clint Eastwood;6.5;97639
Vanishing Point;movie;1971;99;Action;Richard C. Sarafian;7.2;31946
A Million Ways to Die in the West;movie;2014;116;Comedy;Seth MacFarlane;6.1;207341
Manam;movie;2014;163;Comedy;Vikram K. Kumar;7.9;12731
Adam's Rib;movie;1949;101;Comedy;George Cukor;7.4;24104
Ferdinand;movie;2017;108;Adventure;Carlos Saldanha;6.7;69162
Wuthering Heights;movie;1939;104;Drama;William Wyler;7.5;21066
Emma.;movie;2020;124;Comedy;Autumn de Wilde;6.7;69017
The Wedding Banquet;movie;1993;106;Comedy;Ang Lee;7.6;18435
Häxan;movie;1922;91;Documentary;Benjamin Christensen;7.6;18425
Renfield;movie;2023;93;Action;Chris McKay;6.4;116154
Chip 'n Dale: Rescue Rangers;movie;2022;97;Action;Akiva Schaffer;6.9;49887
The Whistleblower;movie;2010;112;Biography;Larysa Kondracki;7.1;36777
Jungle;movie;2017;115;Adventure;Greg McLean;6.7;68835
Kill the Messenger;movie;2014;112;Biography;Michael Cuesta;6.9;49837
Garuda Gamana Vrishabha Vahana;movie;2021;151;Crime;Raj B. Shetty;8.2;8969
Hungama;movie;2003;153;Comedy;Priyadarshan;7.6;18399
The Beatles: Eight Days a Week - The Touring Years;movie;2016;106;Documentary;Ron Howard;7.8;14303
Faster;movie;2010;98;Action;George Tillman Jr.;6.4;115951
Mandy;movie;2018;121;Action;Panos Cosmatos;6.5;96876
Our Little Sister;movie;2015;127;Drama;Hirokazu Koreeda;7.6;18380
The Iron Lady;movie;2011;105;Biography;Phyllida Lloyd;6.4;115843
Love Letter;movie;1995;117;Drama;Shunji Iwai;7.9;12651
Stroszek;movie;1977;115;Comedy;Werner Herzog;7.7;16168
BTS: Permission to Dance on Stage - LA;movie;2022;130;Documentary;Park Jun-soo;8.5;6492
Penelope;movie;2006;104;Comedy;Mark Palansky;6.7;68585
Golmaal: Fun Unlimited;movie;2006;150;Action;Rohit Shetty;7.5;20906
Metallica: Some Kind of Monster;movie;2004;84;Documentary;Joe Berlinger;7.5;20893
The Brand New Testament;movie;2015;114;Comedy;Jaco Van Dormael;7.1;36588
Kaabil;movie;2017;139;Action;Sanjay Gupta;7.2;31613
Monsoon Wedding;movie;2001;114;Comedy;Mira Nair;7.3;27423
Faces Places;movie;2017;94;Adventure;JR;7.8;14240
Adam;movie;2009;99;Comedy;Max Mayer;7.1;36555
Copycat;movie;1995;123;Drama;Jon Amiel;6.6;81025
Aashiqui 2;movie;2013;132;Drama;Mohit Suri;7.1;36534
Winged Migration;movie;2001;89;Documentary;Jacques Perrin;7.9;12606
Speak;movie;2004;89;Drama;Jessica Sharzer;7.2;31563
Holiday;movie;2014;160;Action;A.R. Murugadoss;7.2;31563
Queen & Slim;movie;2019;132;Crime;Melina Matsoukas;7.1;36515
Orpheus;movie;1950;112;Drama;Jean Cocteau;7.8;14212
Testament of Youth;movie;2014;129;Biography;James Kent;7.2;31526
Fanaa;movie;2006;168;Action;Kunal Kohli;7.1;36476
Slow West;movie;2015;84;Adventure;John Maclean;6.9;49424
To the Bone;movie;2017;107;Drama;Marti Noxon;6.8;57917
Jolly LLB 3;movie;2025;157;Comedy;Subhash Kapoor;7.2;31479
Brooklyn's Finest;movie;2009;132;Crime;Antoine Fuqua;6.7;68181
Thirst;movie;1957;146;Drama;Guru Dutt;8.3;7977
The Witches;movie;1990;91;Adventure;Nicolas Roeg;6.8;57849
Leap Year;movie;2010;100;Comedy;Anand Tucker;6.4;114726
Martha Marcy May Marlene;movie;2011;102;Drama;Sean Durkin;6.8;57789
The Woodsman;movie;2004;87;Drama;Nicole Kassell;7.1;36360
The Expendables 3;movie;2014;126;Action;Patrick Hughes;6.1;203305
Sarkar;movie;2005;124;Crime;Ram Gopal Varma;7.6;18209
History of the World: Part I;movie;1981;92;Comedy;Mel Brooks;6.8;57733
Happy-Go-Lucky;movie;2008;118;Comedy;Mike Leigh;7.0;42161
Goal! The Dream Begins;movie;2005;118;Drama;Danny Cannon;6.7;67919
Empire Records;movie;1995;90;Comedy;Allan Moyle;6.7;67885
To Die For;movie;1995;106;Comedy;Gus Van Sant;6.8;57633
45 Years;movie;2015;95;Drama;Andrew Haigh;7.1;36256
Barney's Version;movie;2010;134;Comedy;Richard J. Lewis;7.3;27185
Joy Ride;movie;2001;97;Drama;John Dahl;6.6;80273
The Cell;movie;2000;107;Crime;Tarsem Singh;6.4;114224
I Stand Alone;movie;1998;93;Crime;Gaspar Noé;7.3;27165
Rent;movie;2005;135;Drama;Chris Columbus;6.8;57519
Mohabbatein;movie;2000;216;Drama;Aditya Chopra;7.1;36160
Judy;movie;2019;118;Biography;Rupert Goold;6.8;57428
The Golden Compass;movie;2007;113;Adventure;Chris Weitz;6.1;201807
Dogman;movie;2018;103;Crime;Matteo Garrone;7.2;31205
The Long Walk;movie;2025;108;Thriller;Francis Lawrence;7.3;27077
A Star Is Born;movie;1954;154;Drama;George Cukor;7.5;20613
Sex Drive;movie;2008;109;Comedy;Sean Anders;6.5;94999
Big Deal on Madonna Street;movie;1958;106;Comedy;Mario Monicelli;7.9;12455
High Sierra;movie;1941;100;Action;Raoul Walsh;7.5;20586
The Marriage of Maria Braun;movie;1979;120;Drama;Rainer Werner Fassbinder;7.7;15894
The Little Things;movie;2021;128;Crime;John Lee Hancock;6.3;136388
Dreamgirls;movie;2006;130;Drama;Bill Condon;6.6;79656
No End in Sight;movie;2007;102;Documentary;Charles Ferguson;8.2;8807
Purple Hearts;movie;2022;122;Drama;Elizabeth Allen Rosenbaum;6.7;67243
Peaceful Warrior;movie;2006;120;Drama;Victor Salva;7.2;31065
The Interpreter;movie;2005;128;Crime;Sydney Pollack;6.4;113178
Madgaon Express;movie;2024;143;Comedy;Kunal Kemmu;7.0;41717
The Red Pill;movie;2016;108;Documentary;Cassie Jaye;7.9;12414
Mortal Kombat;movie;2021;110;Action;Simon McQuoid;6.1;200334
Beautiful Girls;movie;1996;112;Comedy;Ted Demme;7.1;35892
Appaloosa;movie;2008;115;Crime;Ed Harris;6.7;67125
Wolfs;movie;2024;108;Crime;Jon Watts;6.5;94420
Lady Snowblood;movie;1973;97;Action;Toshiya Fujita;7.6;17979
Michael Madana Kama Rajan;movie;1990;162;Comedy;Singeetam Srinivasa Rao;8.5;6370
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village;movie;2023;110;Action;Haruo Sotozaki;7.7;15825
Colombiana;movie;2011;108;Action;Olivier Megaton;6.4;112773
What the Health;movie;2017;97;Documentary;Kip Andersen;7.2;30956
Chasing Mavericks;movie;2012;116;Biography;Michael Apted;7.1;35767
The Book of Sun;movie;2020;120;Comedy;Faris Godus;7.9;12363
The Women;movie;1939;133;Comedy;George Cukor;7.7;15779
Hunter Killer;movie;2018;121;Action;Donovan Marsh;6.6;79016
Mrs. Harris Goes to Paris;movie;2022;115;Comedy;Anthony Fabian;7.1;35697
Rob Roy;movie;1995;139;Adventure;Michael Caton-Jones;6.9;48338
Near Dark;movie;1987;94;Horror;Kathryn Bigelow;6.9;48337
The Bad News Bears;movie;1976;102;Comedy;Michael Ritchie;7.3;26756
Monica, O My Darling;movie;2022;129;Comedy;Vasan Bala;7.4;23243
Michael Collins;movie;1996;133;Biography;Neil Jordan;7.1;35520
Minding the Gap;movie;2018;93;Documentary;Bing Liu;8.0;10923
All That Heaven Allows;movie;1955;89;Drama;Douglas Sirk;7.6;17812
Johnny Gaddaar;movie;2007;135;Crime;Sriram Raghavan;7.8;13858
Creepshow;movie;1982;120;Comedy;George A. Romero;6.8;56308
One Night in Miami...;movie;2020;114;Drama;Regina King;7.1;35463
Slither;movie;2006;95;Comedy;James Gunn;6.5;93249
Davaro;movie;1981;94;Comedy;Kartal Tibet;8.1;9727
Rampage;movie;2018;107;Action;Brad Peyton;6.1;197345
JCVD;movie;2008;97;Comedy;Mabrouk El Mechri;7.0;41147
White Oleander;movie;2002;109;Drama;Peter Kosminsky;7.1;35424
Super/Man: The Christopher Reeve Story;movie;2024;104;Biography;Ian Bonhôte;8.0;10900
Derailed;movie;2005;108;Crime;Mikael Håfström;6.6;78306
Yankee Doodle Dandy;movie;1942;126;Biography;Michael Curtiz;7.6;17765
Thursday;movie;2006;89;Action;Thadd Williams;8.5;6301
A Mighty Wind;movie;2003;91;Comedy;Christopher Guest;7.2;30571
Ginger Snaps;movie;2000;108;Drama;John Fawcett;6.8;56106
A Dangerous Method;movie;2011;99;Biography;David Cronenberg;6.4;111096
Scanners;movie;1981;103;Horror;David Cronenberg;6.7;66029
Finding Vivian Maier;movie;2013;83;Biography;John Maloof;7.7;15613
Strictly Ballroom;movie;1992;94;Comedy;Baz Luhrmann;7.2;30502
Tomboy;movie;2011;82;Drama;Céline Sciamma;7.4;23062
Sagara Sangamam;movie;1983;160;Drama;K. Viswanath;8.8;4660
The Spy Who Came in from the Cold;movie;1965;112;Drama;Martin Ritt;7.5;20141
The Fallout;movie;2021;96;Drama;Megan Park;7.0;40831
Wicked Little Letters;movie;2023;100;Biography;Thea Sharrock;7.0;40819
Cowboys & Aliens;movie;2011;119;Action;Jon Favreau;6.0;239162
Fun with Dick and Jane;movie;2005;90;Comedy;Dean Parisot;6.2;160359
Venom: Let There Be Carnage;movie;2021;97;Action;Andy Serkis;5.9;294906
The War of the Worlds;movie;1953;87;Action;Byron Haskin;7.0;40739
Always Be My Maybe;movie;2019;101;Comedy;Nahnatchka Khan;6.7;65524
Julieta;movie;2016;99;Drama;Pedro Almodóvar;7.1;35077
The Conjuring: The Devil Made Me Do It;movie;2021;112;Horror;Michael Chaves;6.2;160135
The Brave One;movie;2007;122;Crime;Neil Jordan;6.7;65458
Goodbye, Mr. Chips;movie;1939;114;Drama;Sam Wood;7.9;12138
Sound City;movie;2013;107;Documentary;Dave Grohl;7.8;13693
Mad Max Beyond Thunderdome;movie;1985;107;Action;George Miller;6.2;159909
Pumping Iron;movie;1977;86;Documentary;George Butler;7.3;26285
Thadam;movie;2019;138;Crime;Magizh Thirumeni;8.1;9620
The Consequences of Love;movie;2004;100;Crime;Paolo Sorrentino;7.5;20029
Emily the Criminal;movie;2022;97;Crime;John Patton Ford;6.7;65309
Horror of Dracula;movie;1958;82;Drama;Terence Fisher;7.2;30229
The Order;movie;2024;116;Crime;Justin Kurzel;6.8;55423
Tristan + Isolde;movie;2006;125;Action;Kevin Reynolds;6.8;55395
The Commuter;movie;2018;104;Action;Jaume Collet-Serra;6.3;131712
Oasis: Supersonic;movie;2016;122;Biography;Mat Whitecross;7.8;13643
Koi... Mil Gaya;movie;2003;171;Action;Rakesh Roshan;7.2;30163
Bring Me the Head of Alfredo Garcia;movie;1974;112;Action;Sam Peckinpah;7.4;22822
The Texas Chainsaw Massacre;movie;2003;98;Horror;Marcus Nispel;6.2;159186
Suburra;movie;2015;130;Action;Stefano Sollima;7.4;22810
Smiles of a Summer Night;movie;1955;109;Comedy;Ingmar Bergman;7.7;15428
Lokah Chapter One: Chandra;movie;2025;151;Action;Dominic Arun;8.1;9579
What Happens in Vegas;movie;2008;99;Comedy;Tom Vaughan;6.1;193318
The Seed of the Sacred Fig;movie;2024;167;Crime;Mohammad Rasoulof;7.6;17495
Opening Night;movie;1977;144;Drama;John Cassavetes;7.8;13616
Shadow of the Vampire;movie;2000;92;Drama;E. Elias Merhige;6.9;47118
Salaar;movie;2023;175;Action;Prashanth Neel;6.6;76803
Raid;movie;2018;122;Crime;Raj Kumar Gupta;7.4;22754
Vedam;movie;2010;135;Action;Radha Krishna Jagarlamudi;8.1;9560
Killing Them Softly;movie;2012;97;Crime;Andrew Dominik;6.2;158325
Ball of Fire;movie;1941;111;Comedy;Howard Hawks;7.7;15355
Akeelah and the Bee;movie;2006;112;Drama;Doug Atchison;7.4;22694
Death Wish;movie;1974;93;Action;Michael Winner;6.9;46938
Gimme Shelter;movie;1970;91;Documentary;Albert Maysles;7.8;13566
Mufasa: The Lion King;movie;2024;118;Adventure;Barry Jenkins;6.6;76495
Bee Movie;movie;2007;91;Adventure;Simon J. Smith;6.1;192256
Cría Cuervos;movie;1976;105;Drama;Carlos Saura;7.9;12013
The Servant;movie;1963;116;Drama;Joseph Losey;7.7;15329
The Protector;movie;2005;111;Action;Prachya Pinkaew;7.0;40171
Women Talking;movie;2022;104;Drama;Sarah Polley;6.9;46841
The Visitors;movie;1993;107;Comedy;Jean-Marie Poiré;7.0;40158
Reds;movie;1981;195;Biography;Warren Beatty;7.3;25971
Microcosmos;movie;1996;80;Documentary;Claude Nuridsany;7.9;11997
Sex and Lucía;movie;2001;128;Drama;Julio Medem;7.0;40114
In This Corner of the World;movie;2016;129;Animation;Sunao Katabuchi;7.8;13516
This Is 40;movie;2012;134;Comedy;Judd Apatow;6.2;157291
Cleopatra;movie;1963;320;Biography;Joseph L. Mankiewicz;7.0;40042
Ala Vaikunthapurramuloo;movie;2020;163;Action;Trivikram Srinivas;7.3;25879
King of New York;movie;1990;103;Crime;Abel Ferrara;6.9;46576
Redline;movie;2009;102;Action;Takeshi Koike;7.5;19706
